iter	Passed	Remaining
619	10096	152754
620	10112	152733
621	10129	152719
622	10145	152699
623	10162	152702
624	10180	152703
625	10197	152703
626	10215	152710
627	10233	152716
628	10250	152707
629	10267	152704
630	10285	152715
631	10304	152734
632	10323	152759
633	10340	152758
634	10359	152788
635	10377	152793
636	10394	152779
637	10412	152797
638	10430	152803
639	10448	152808
640	10465	152798
641	10480	152766
642	10495	152732
643	10511	152705
644	10527	152689
645	10544	152685
646	10562	152685
647	10576	152639
648	10590	152596
649	10606	152576
650	10625	152585
651	10642	152579
652	10658	152558
653	10674	152545
654	10691	152541
655	10708	152525
656	10723	152499
657	10740	152489
658	10757	152476
659	10772	152451
660	10789	152441
661	10806	152436
662	10821	152404
663	10836	152362
664	10852	152345
665	10869	152341
666	10887	152348
667	10905	152349
668	10920	152320
669	10936	152300
670	10952	152279
671	10969	152264
672	10986	152260
673	11003	152252
674	11021	152255
675	11052	152450
676	11069	152434
677	11085	152413
678	11103	152424
679	11121	152425
680	11137	152410
681	11153	152382
682	11168	152356
683	11188	152383
684	11204	152368
685	11221	152351
686	11238	152354
687	11254	152334
688	11271	152320
689	11287	152301
690	11304	152292
691	11321	152286
692	11339	152286
693	11355	152269
694	11371	152250
695	11389	152247
696	11408	152264
697	11425	152265
698	11442	152253
699	11458	152237
700	11475	152225
701	11491	152211
702	11508	152195
703	11525	152192
704	11542	152183
705	11560	152181
706	11577	152171
707	11594	152166
708	11611	152160
709	11629	152169
710	11648	152183
711	11666	152185
712	11684	152188
713	11700	152176
714	11716	152155
715	11733	152146
716	11750	152137
717	11767	152125
718	11784	152116
719	11801	152107
720	11817	152083
721	11833	152061
722	11849	152050
723	11865	152026
724	11883	152029
725	11902	152038
726	11918	152024
727	11935	152008
728	11951	151992
729	11967	151976
730	11983	151947
731	11998	151909
732	12015	151912
733	12034	151919
734	12049	151891
735	12064	151860
736	12082	151853
737	12097	151825
738	12112	151795
739	12129	151778
740	12146	151775
741	12164	151773
742	12181	151767
743	12198	151764
744	12215	151750
745	12231	151727
746	12246	151697
747	12263	151685
748	12281	151685
749	12297	151666
750	12315	151668
751	12332	151657
752	12347	151629
753	12362	151594
754	12378	151575
755	12396	151575
756	12413	151572
757	12431	151577
758	12449	151571
759	12465	151554
760	12482	151546
761	12498	151528
762	12515	151514
763	12532	151506
764	12548	151482
765	12563	151456
766	12580	151441
767	12597	151434
768	12614	151423
769	12630	151402
770	12647	151396
771	12664	151378
772	12682	151389
773	12700	151384
774	12717	151375
775	12733	151359
776	12749	151331
777	12763	151296
778	12779	151268
779	12796	151256
780	12813	151248
781	12829	151235
782	12846	151224
783	12863	151217
784	12881	151212
785	12899	151213
786	12915	151196
787	12932	151180
788	12949	151175
789	12965	151155
790	12982	151139
791	12998	151128
792	13014	151101
793	13030	151075
794	13045	151052
795	13062	151042
796	13078	151018
797	13093	150981
798	13109	150965
799	13126	150954
800	13143	150942
801	13159	150929
802	13175	150908
803	13192	150888
804	13210	150891
805	13227	150884
806	13243	150868
807	13261	150866
808	13278	150859
809	13295	150843
810	13311	150825
811	13327	150807
812	13344	150798
813	13361	150784
814	13377	150759
815	13392	150736
816	13408	150715
817	13425	150704
818	13441	150684
819	13458	150669
820	13476	150665
821	13493	150666
822	13511	150662
823	13529	150662
824	13548	150671
825	13565	150669
826	13580	150636
827	13595	150605
828	13612	150587
829	13629	150578
830	13645	150558
831	13674	150684
832	13689	150650
833	13705	150624
834	13721	150605
835	13736	150574
836	13752	150549
837	13769	150539
838	13786	150532
839	13802	150516
840	13821	150526
841	13837	150507
842	13854	150491
843	13870	150471
844	13889	150486
845	13906	150474
846	13923	150461
847	13939	150444
848	13955	150422
849	13971	150396
850	13987	150380
851	14003	150356
852	14019	150332
853	14035	150315
854	14052	150302
855	14070	150299
856	14085	150276
857	14100	150245
858	14117	150228
859	14134	150219
860	14152	150222
861	14169	150212
862	14187	150211
863	14204	150198
864	14221	150185
865	14236	150157
866	14252	150132
867	14268	150118
868	14286	150111
869	14304	150110
870	14320	150091
871	14336	150072
872	14352	150048
873	14367	150017
874	14384	150012
875	14402	150012
876	14420	150007
877	14445	150079
878	14461	150065
879	14478	150050
880	14496	150051
881	14514	150046
882	14531	150041
883	14548	150025
884	14564	150006
885	14581	149990
886	14596	149968
887	14615	149969
888	14632	149960
889	14649	149950
890	14666	149943
891	14684	149939
892	14702	149936
893	14719	149931
894	14736	149921
895	14754	149916
896	14771	149905
897	14788	149898
898	14805	149884
899	14822	149876
900	14841	149879
901	14858	149874
902	14877	149875
903	14895	149876
904	14911	149858
905	14927	149831
906	14952	149908
907	14970	149903
908	14987	149893
909	15003	149870
910	15019	149852
911	15035	149829
912	15051	149807
913	15067	149787
914	15084	149771
915	15102	149773
916	15120	149766
917	15136	149752
918	15153	149737
919	15169	149718
920	15186	149704
921	15203	149693
922	15220	149682
923	15237	149670
924	15253	149648
925	15269	149626
926	15286	149621
927	15303	149606
928	15321	149598
929	15337	149577
930	15354	149570
931	15372	149571
932	15390	149564
933	15407	149556
934	15425	149549
935	15442	149544
936	15460	149535
937	15477	149526
938	15495	149527
939	15512	149517
940	15529	149503
941	15546	149493
942	15564	149487
943	15580	149470
944	15597	149455
945	15613	149431
946	15629	149414
947	15646	149402
948	15662	149384
949	15679	149364
950	15696	149351
951	15713	149341
952	15730	149333
953	15748	149332
954	15765	149314
955	15781	149293
956	15796	149268
957	15813	149250
958	15828	149228
959	15845	149207
960	15860	149181
961	15877	149172
962	15896	149179
963	15914	149171
964	15930	149156
965	15947	149142
966	15965	149134
967	15981	149117
968	16011	149230
969	16028	149215
970	16045	149205
971	16062	149185
972	16078	149164
973	16095	149156
974	16112	149142
975	16127	149114
976	16144	149097
977	16160	149083
978	16178	149079
979	16195	149064
980	16212	149049
981	16228	149027
982	16244	149007
983	16261	148994
984	16277	148974
985	16295	148969
986	16311	148955
987	16329	148945
988	16346	148935
989	16363	148923
990	16381	148925
991	16397	148901
992	16412	148873
993	16429	148856
994	16446	148842
995	16462	148820
996	16478	148802
997	16493	148776
998	16509	148752
999	16526	148738
1000	16542	148718
1001	16559	148702
1002	16575	148686
1003	16591	148661
1004	16607	148639
1005	16622	148612
1006	16638	148585
1007	16654	148567
1008	16670	148543
1009	16686	148528
1010	16702	148507
1011	16720	148499
1012	16737	148488
1013	16753	148468
1014	16770	148453
1015	16787	148444
1016	16804	148430
1017	16822	148427
1018	16840	148423
1019	16856	148407
1020	16876	148412
1021	16892	148396
1022	16908	148377
1023	16925	148365
1024	16943	148359
1025	16960	148349
1026	16978	148344
1027	16996	148336
1028	17014	148334
1029	17031	148319
1030	17048	148314
1031	17066	148308
1032	17083	148290
1033	17098	148268
1034	17115	148249
1035	17133	148244
1036	17150	148236
1037	17167	148220
1038	17182	148194
1039	17198	148174
1040	17216	148170
1041	17233	148157
1042	17249	148132
1043	17264	148102
1044	17292	148186
1045	17309	148170
1046	17325	148150
1047	17342	148135
1048	17358	148122
1049	17377	148118
1050	17393	148101
1051	17410	148090
1052	17427	148077
1053	17444	148067
1054	17461	148053
1055	17480	148053
1056	17497	148039
1057	17514	148028
1058	17532	148022
1059	17550	148017
1060	17566	147998
1061	17582	147980
1062	17598	147954
1063	17615	147943
1064	17632	147928
1065	17648	147909
1066	17665	147893
1067	17681	147878
1068	17697	147852
1069	17713	147829
1070	17729	147812
1071	17745	147792
1072	17759	147755
1073	17775	147732
1074	17792	147719
1075	17810	147718
1076	17828	147710
1077	17846	147708
1078	17865	147708
1079	17882	147698
1080	17912	147791
1081	17929	147779
1082	17947	147772
1083	17965	147764
1084	17982	147758
1085	18000	147748
1086	18018	147743
1087	18036	147736
1088	18052	147720
1089	18069	147709
1090	18087	147697
1091	18103	147681
1092	18121	147673
1093	18138	147663
1094	18155	147646
1095	18172	147634
1096	18189	147621
1097	18205	147597
1098	18220	147573
1099	18236	147549
1100	18251	147520
1101	18268	147508
1102	18287	147510
1103	18304	147497
1104	18321	147480
1105	18339	147475
1106	18355	147459
1107	18371	147438
1108	18388	147425
1109	18405	147410
1110	18421	147392
1111	18438	147374
1112	18455	147361
1113	18473	147355
1114	18490	147345
1115	18507	147332
1116	18524	147317
1117	18542	147310
1118	18559	147294
1119	18574	147268
1120	18590	147251
1121	18609	147251
1122	18627	147243
1123	18643	147227
1124	18660	147212
1125	18677	147194
1126	18694	147180
1127	18710	147165
1128	18727	147149
1129	18742	147119
1130	18758	147095
1131	18774	147081
1132	18791	147066
1133	18812	147079
1134	18833	147096
1135	18852	147103
1136	18871	147108
1137	18890	147103
1138	18907	147092
1139	18924	147079
1140	18941	147062
1141	18958	147056
1142	18975	147037
1143	18991	147020
1144	19008	147002
1145	19024	146982
1146	19039	146956
1147	19056	146942
1148	19073	146930
1149	19090	146917
1150	19108	146906
1151	19125	146896
1152	19141	146875
1153	19158	146860
1154	19174	146837
1155	19190	146816
1156	19206	146797
1157	19223	146783
1158	19240	146769
1159	19256	146746
1160	19271	146721
1161	19288	146709
1162	19305	146690
1163	19328	146724
1164	19346	146714
1165	19362	146697
1166	19378	146678
1167	19394	146657
1168	19412	146647
1169	19429	146632
1170	19446	146619
1171	19462	146603
1172	19479	146589
1173	19496	146571
1174	19512	146554
1175	19528	146531
1176	19544	146512
1177	19561	146495
1178	19577	146475
1179	19594	146459
1180	19610	146439
1181	19625	146414
1182	19642	146395
1183	19659	146380
1184	19674	146358
1185	19690	146335
1186	19706	146314
1187	19724	146303
1188	19740	146283
1189	19755	146259
1190	19771	146237
1191	19788	146219
1192	19805	146208
1193	19827	146235
1194	19845	146226
1195	19862	146213
1196	19879	146196
1197	19897	146189
1198	19913	146170
1199	19929	146146
1200	19945	146126
1201	19963	146119
1202	19981	146113
1203	19998	146100
1204	20015	146085
1205	20032	146074
1206	20050	146065
1207	20067	146056
1208	20083	146030
1209	20098	146003
1210	20113	145974
1211	20128	145951
1212	20144	145930
1213	20160	145907
1214	20176	145888
1215	20194	145875
1216	20210	145860
1217	20227	145845
1218	20244	145828
1219	20261	145818
1220	20279	145808
1221	20296	145798
1222	20313	145780
1223	20331	145773
1224	20347	145753
1225	20365	145745
1226	20383	145737
1227	20400	145726
1228	20416	145706
1229	20432	145684
1230	20449	145671
1231	20465	145653
1232	20482	145638
1233	20498	145612
1234	20513	145588
1235	20529	145567
1236	20548	145564
1237	20565	145554
1238	20582	145541
1239	20599	145528
1240	20616	145514
1241	20633	145498
1242	20651	145489
1243	20667	145473
1244	20683	145452
1245	20699	145430
1246	20716	145412
1247	20741	145453
1248	20758	145439
1249	20775	145426
1250	20791	145408
1251	20808	145392
1252	20825	145381
1253	20844	145380
1254	20863	145376
1255	20880	145365
1256	20895	145340
1257	20911	145315
1258	20925	145284
1259	20941	145258
1260	20958	145243
1261	20973	145221
1262	20990	145204
1263	21006	145181
1264	21021	145158
1265	21039	145146
1266	21056	145133
1267	21072	145113
1268	21088	145092
1269	21105	145077
1270	21122	145063
1271	21138	145042
1272	21155	145027
1273	21171	145009
1274	21189	144999
1275	21206	144986
1276	21223	144977
1277	21241	144964
1278	21257	144948
1279	21274	144930
1280	21291	144921
1281	21309	144907
1282	21325	144888
1283	21342	144878
1284	21360	144868
1285	21376	144850
1286	21394	144838
1287	21411	144825
1288	21428	144813
1289	21446	144806
1290	21464	144796
1291	21481	144780
1292	21498	144766
1293	21513	144745
1294	21529	144722
1295	21543	144688
1296	21559	144665
1297	21576	144651
1298	21592	144633
1299	21610	144623
1300	21628	144613
1301	21645	144601
1302	21663	144592
1303	21680	144582
1304	21698	144571
1305	21715	144558
1306	21731	144537
1307	21746	144511
1308	21763	144494
1309	21780	144481
1310	21796	144463
1311	21813	144448
1312	21832	144445
1313	21850	144439
1314	21868	144430
1315	21885	144420
1316	21903	144408
1317	21920	144395
1318	21938	144390
1319	21956	144378
1320	21973	144364
1321	21990	144352
1322	22007	144335
1323	22024	144321
1324	22040	144303
1325	22057	144287
1326	22072	144263
1327	22087	144233
1328	22102	144209
1329	22119	144190
1330	22136	144175
1331	22155	144174
1332	22173	144170
1333	22191	144158
1334	22208	144148
1335	22226	144139
1336	22241	144114
1337	22258	144098
1338	22275	144085
1339	22292	144069
1340	22310	144060
1341	22327	144050
1342	22345	144039
1343	22362	144026
1344	22379	144010
1345	22396	143995
1346	22412	143975
1347	22428	143954
1348	22444	143934
1349	22460	143911
1350	22477	143899
1351	22494	143887
1352	22511	143871
1353	22527	143852
1354	22544	143834
1355	22560	143815
1356	22576	143793
1357	22592	143773
1358	22610	143762
1359	22627	143752
1360	22643	143730
1361	22659	143708
1362	22676	143692
1363	22693	143680
1364	22710	143667
1365	22726	143645
1366	22741	143620
1367	22758	143603
1368	22775	143592
1369	22792	143578
1370	22808	143554
1371	22824	143535
1372	22840	143514
1373	22856	143493
1374	22872	143472
1375	22888	143449
1376	22904	143432
1377	22921	143418
1378	22938	143403
1379	22954	143384
1380	22971	143367
1381	22989	143356
1382	23006	143346
1383	23023	143332
1384	23040	143316
1385	23057	143304
1386	23077	143307
1387	23095	143296
1388	23111	143276
1389	23127	143256
1390	23143	143239
1391	23161	143230
1392	23180	143224
1393	23198	143215
1394	23217	143213
1395	23233	143198
1396	23250	143180
1397	23267	143165
1398	23284	143150
1399	23302	143141
1400	23319	143129
1401	23335	143109
1402	23352	143091
1403	23367	143069
1404	23384	143052
1405	23400	143032
1406	23418	143024
1407	23435	143007
1408	23452	142995
1409	23470	142986
1410	23486	142968
1411	23503	142952
1412	23520	142935
1413	23536	142914
1414	23552	142894
1415	23568	142877
1416	23585	142860
1417	23601	142842
1418	23618	142828
1419	23636	142816
1420	23652	142798
1421	23670	142785
1422	23686	142771
1423	23703	142753
1424	23720	142736
1425	23737	142724
1426	23754	142711
1427	23771	142698
1428	23789	142684
1429	23809	142689
1430	23827	142680
1431	23843	142662
1432	23860	142649
1433	23878	142635
1434	23893	142612
1435	23909	142589
1436	23923	142560
1437	23938	142532
1438	23955	142519
1439	23972	142502
1440	23988	142482
1441	24004	142464
1442	24021	142446
1443	24036	142423
1444	24052	142400
1445	24068	142382
1446	24085	142364
1447	24101	142348
1448	24118	142332
1449	24134	142312
1450	24151	142296
1451	24167	142275
1452	24183	142255
1453	24201	142246
1454	24217	142225
1455	24233	142205
1456	24249	142187
1457	24267	142174
1458	24283	142155
1459	24299	142133
1460	24316	142123
1461	24335	142115
1462	24354	142114
1463	24371	142101
1464	24388	142086
1465	24406	142078
1466	24424	142068
1467	24440	142050
1468	24457	142031
1469	24475	142022
1470	24491	142001
1471	24506	141976
1472	24523	141960
1473	24541	141954
1474	24558	141940
1475	24575	141925
1476	24591	141906
1477	24621	141966
1478	24637	141944
1479	24653	141926
1480	24670	141912
1481	24687	141894
1482	24704	141880
1483	24720	141861
1484	24736	141839
1485	24753	141826
1486	24770	141812
1487	24788	141803
1488	24807	141797
1489	24824	141783
1490	24841	141767
1491	24860	141764
1492	24876	141743
1493	24902	141782
1494	24920	141770
1495	24937	141754
1496	24953	141738
1497	24971	141726
1498	24985	141697
1499	25002	141679
1500	25021	141677
1501	25039	141667
1502	25056	141656
1503	25074	141642
1504	25092	141633
1505	25109	141620
1506	25127	141612
1507	25145	141599
1508	25163	141593
1509	25179	141573
1510	25195	141553
1511	25211	141531
1512	25228	141513
1513	25245	141499
1514	25261	141483
1515	25276	141456
1516	25290	141425
1517	25307	141406
1518	25323	141389
1519	25341	141378
1520	25358	141363
1521	25373	141337
1522	25388	141314
1523	25406	141303
1524	25422	141280
1525	25438	141261
1526	25454	141242
1527	25470	141222
1528	25486	141200
1529	25502	141182
1530	25519	141167
1531	25537	141158
1532	25555	141147
1533	25571	141124
1534	25585	141095
1535	25601	141074
1536	25618	141061
1537	25635	141045
1538	25653	141034
1539	25670	141021
1540	25686	141002
1541	25703	140985
1542	25719	140967
1543	25735	140947
1544	25751	140925
1545	25766	140899
1546	25783	140884
1547	25802	140878
1548	25820	140870
1549	25838	140861
1550	25855	140845
1551	25872	140834
1552	25890	140823
1553	25907	140807
1554	25924	140793
1555	25942	140781
1556	25957	140757
1557	25972	140730
1558	25987	140705
1559	26003	140684
1560	26019	140664
1561	26036	140649
1562	26053	140634
1563	26070	140623
1564	26088	140610
1565	26105	140595
1566	26120	140573
1567	26136	140553
1568	26152	140530
1569	26169	140514
1570	26187	140506
1571	26205	140495
1572	26222	140479
1573	26238	140460
1574	26254	140438
1575	26269	140413
1576	26285	140392
1577	26312	140435
1578	26331	140428
1579	26349	140416
1580	26366	140405
1581	26383	140386
1582	26398	140361
1583	26414	140343
1584	26431	140326
1585	26448	140315
1586	26465	140299
1587	26482	140284
1588	26499	140271
1589	26516	140255
1590	26534	140243
1591	26551	140228
1592	26565	140200
1593	26581	140180
1594	26599	140168
1595	26615	140146
1596	26631	140127
1597	26648	140113
1598	26665	140097
1599	26682	140084
1600	26699	140069
1601	26716	140054
1602	26733	140040
1603	26752	140032
1604	26769	140020
1605	26786	140003
1606	26804	139993
1607	26822	139984
1608	26840	139972
1609	26857	139957
1610	26873	139939
1611	26889	139918
1612	26906	139902
1613	26923	139890
1614	26940	139876
1615	26959	139866
1616	26977	139857
1617	26996	139852
1618	27012	139836
1619	27029	139821
1620	27046	139802
1621	27062	139782
1622	27077	139760
1623	27094	139741
1624	27111	139726
1625	27129	139716
1626	27145	139695
1627	27162	139681
1628	27178	139663
1629	27195	139646
1630	27212	139633
1631	27229	139618
1632	27246	139602
1633	27262	139580
1634	27278	139562
1635	27295	139549
1636	27312	139532
1637	27330	139524
1638	27348	139511
1639	27374	139543
1640	27391	139530
1641	27408	139514
1642	27426	139504
1643	27442	139482
1644	27458	139460
1645	27476	139451
1646	27493	139436
1647	27510	139423
1648	27528	139413
1649	27546	139399
1650	27562	139381
1651	27578	139361
1652	27596	139351
1653	27612	139333
1654	27630	139320
1655	27648	139308
1656	27666	139298
1657	27684	139290
1658	27701	139273
1659	27746	139401
1660	27795	139547
1661	27836	139649
1662	27873	139734
1663	27907	139805
1664	27950	139922
1665	27972	139932
1666	27989	139915
1667	28006	139896
1668	28022	139877
1669	28039	139864
