iter	Passed	Remaining
1670	28057	139849
1671	28074	139834
1672	28090	139814
1673	28106	139794
1674	28124	139785
1675	28143	139778
1676	28160	139763
1677	28177	139746
1678	28193	139725
1679	28209	139706
1680	28226	139688
1681	28243	139671
1682	28259	139650
1683	28275	139629
1684	28292	139617
1685	28311	139608
1686	28330	139601
1687	28345	139578
1688	28362	139562
1689	28379	139547
1690	28397	139536
1691	28414	139522
1692	28448	139586
1693	28465	139573
1694	28484	139564
1695	28503	139557
1696	28521	139546
1697	28537	139528
1698	28554	139512
1699	28571	139496
1700	28587	139474
1701	28602	139448
1702	28618	139429
1703	28634	139408
1704	28651	139393
1705	28669	139380
1706	28685	139361
1707	28702	139343
1708	28720	139334
1709	28737	139319
1710	28754	139301
1711	28771	139287
1712	28811	139379
1713	28833	139390
1714	28851	139379
1715	28868	139361
1716	28886	139352
1717	28904	139338
1718	28921	139324
1719	28937	139304
1720	28954	139285
1721	28969	139264
1722	28984	139238
1723	29000	139216
1724	29017	139198
1725	29033	139179
1726	29049	139159
1727	29066	139142
1728	29084	139129
1729	29101	139117
1730	29119	139103
1731	29137	139091
1732	29153	139073
1733	29170	139055
1734	29187	139041
1735	29204	139024
1736	29219	138999
1737	29236	138983
1738	29253	138965
1739	29269	138944
1740	29286	138931
1741	29304	138917
1742	29321	138904
1743	29339	138891
1744	29354	138867
1745	29370	138845
1746	29386	138826
1747	29402	138802
1748	29418	138782
1749	29432	138754
1750	29446	138724
1751	29462	138703
1752	29480	138689
1753	29496	138670
1754	29513	138655
1755	29531	138643
1756	29548	138626
1757	29564	138607
1758	29580	138584
1759	29596	138563
1760	29612	138547
1761	29627	138521
1762	29644	138501
1763	29659	138477
1764	29675	138458
1765	29692	138442
1766	29709	138427
1767	29726	138411
1768	29744	138397
1769	29760	138379
1770	29777	138361
1771	29807	138404
1772	29824	138389
1773	29841	138373
1774	29859	138364
1775	29877	138349
1776	29893	138332
1777	29909	138312
1778	29926	138293
1779	29944	138284
1780	29961	138267
1781	29977	138245
1782	29993	138224
1783	30009	138204
1784	30024	138181
1785	30041	138166
1786	30059	138151
1787	30076	138137
1788	30092	138115
1789	30108	138094
1790	30125	138079
1791	30144	138074
1792	30173	138112
1793	30202	138149
1794	30230	138183
1795	30262	138239
1796	30281	138230
1797	30299	138216
1798	30316	138203
1799	30332	138182
1800	30348	138161
1801	30365	138144
1802	30382	138126
1803	30399	138112
1804	30416	138094
1805	30433	138080
1806	30450	138061
1807	30466	138042
1808	30482	138020
1809	30498	138001
1810	30516	137989
1811	30531	137966
1812	30546	137938
1813	30563	137922
1814	30582	137915
1815	30599	137898
1816	30614	137873
1817	30631	137859
1818	30649	137845
1819	30665	137828
1820	30681	137804
1821	30697	137784
1822	30714	137769
1823	30730	137748
1824	30745	137725
1825	30763	137709
1826	30780	137696
1827	30798	137683
1828	30816	137669
1829	30832	137651
1830	30849	137634
1831	30864	137611
1832	30881	137593
1833	30898	137579
1834	30914	137558
1835	30931	137539
1836	30947	137522
1837	30964	137504
1838	30982	137490
1839	30997	137469
1840	31012	137444
1841	31029	137426
1842	31046	137410
1843	31064	137395
1844	31081	137380
1845	31097	137363
1846	31115	137349
1847	31131	137328
1848	31147	137308
1849	31162	137285
1850	31178	137262
1851	31195	137245
1852	31212	137230
1853	31230	137218
1854	31247	137204
1855	31265	137191
1856	31282	137174
1857	31297	137150
1858	31313	137127
1859	31329	137107
1860	31345	137086
1861	31360	137062
1862	31376	137040
1863	31392	137021
1864	31408	137001
1865	31424	136982
1866	31440	136961
1867	31457	136943
1868	31473	136923
1869	31488	136900
1870	31505	136884
1871	31522	136868
1872	31537	136843
1873	31552	136817
1874	31567	136794
1875	31585	136779
1876	31601	136760
1877	31617	136740
1878	31635	136728
1879	31653	136715
1880	31669	136695
1881	31685	136673
1882	31700	136650
1883	31717	136633
1884	31733	136615
1885	31751	136600
1886	31768	136585
1887	31786	136574
1888	31803	136557
1889	31820	136540
1890	31836	136523
1891	31852	136500
1892	31867	136477
1893	31883	136456
1894	31900	136438
1895	31917	136422
1896	31934	136409
1897	31951	136392
1898	31968	136374
1899	31984	136354
1900	31999	136329
1901	32014	136307
1902	32031	136289
1903	32047	136270
1904	32065	136256
1905	32082	136241
1906	32099	136225
1907	32118	136216
1908	32135	136200
1909	32151	136182
1910	32169	136167
1911	32186	136153
1912	32203	136137
1913	32220	136122
1914	32235	136096
1915	32252	136078
1916	32270	136067
1917	32287	136050
1918	32305	136038
1919	32323	136027
1920	32340	136012
1921	32357	135997
1922	32373	135975
1923	32390	135957
1924	32407	135941
1925	32424	135926
1926	32442	135913
1927	32458	135896
1928	32475	135876
1929	32492	135862
1930	32510	135850
1931	32527	135834
1932	32542	135811
1933	32560	135795
1934	32577	135780
1935	32595	135768
1936	32611	135750
1937	32629	135736
1938	32646	135719
1939	32662	135699
1940	32679	135684
1941	32696	135669
1942	32713	135652
1943	32731	135639
1944	32748	135623
1945	32766	135611
1946	32782	135593
1947	32799	135576
1948	32816	135561
1949	32834	135546
1950	32850	135526
1951	32866	135508
1952	32881	135483
1953	32896	135457
1954	32912	135436
1955	32928	135415
1956	32944	135397
1957	32960	135378
1958	32979	135368
1959	32996	135351
1960	33012	135332
1961	33029	135314
1962	33045	135296
1963	33061	135276
1964	33078	135257
1965	33096	135246
1966	33112	135228
1967	33129	135211
1968	33145	135189
1969	33160	135166
1970	33177	135150
1971	33193	135130
1972	33209	135110
1973	33226	135093
1974	33243	135078
1975	33260	135061
1976	33276	135042
1977	33291	135018
1978	33309	135005
1979	33325	134985
1980	33340	134959
1981	33355	134937
1982	33373	134922
1983	33391	134910
1984	33406	134888
1985	33422	134866
1986	33439	134853
1987	33457	134840
1988	33475	134825
1989	33492	134810
1990	33509	134794
1991	33526	134779
1992	33544	134765
1993	33561	134750
1994	33577	134731
1995	33593	134710
1996	33610	134695
1997	33628	134680
1998	33644	134662
1999	33660	134642
2000	33675	134618
2001	33691	134598
2002	33709	134583
2003	33726	134567
2004	33743	134552
2005	33759	134533
2006	33798	134604
2007	33830	134646
2008	33846	134629
2009	33862	134608
2010	33880	134594
2011	33897	134579
2012	33915	134566
2013	33933	134552
2014	33949	134535
2015	33966	134519
2016	33985	134508
2017	34001	134487
2018	34017	134468
2019	34035	134455
2020	34052	134441
2021	34068	134421
2022	34084	134399
2023	34100	134381
2024	34118	134368
2025	34134	134346
2026	34151	134333
2027	34170	134322
2028	34187	134304
2029	34203	134286
2030	34220	134271
2031	34237	134255
2032	34255	134241
2033	34271	134220
2034	34287	134199
2035	34304	134184
2036	34320	134166
2037	34337	134149
2038	34353	134129
2039	34369	134109
2040	34385	134087
2041	34401	134068
2042	34417	134047
2043	34432	134024
2044	34449	134007
2045	34466	133989
2046	34484	133978
2047	34502	133967
2048	34520	133954
2049	34536	133934
2050	34552	133915
2051	34569	133898
2052	34586	133881
2053	34603	133865
2054	34618	133843
2055	34636	133827
2056	34653	133810
2057	34668	133790
2058	34685	133772
2059	34701	133753
2060	34717	133731
2061	34733	133712
2062	34749	133692
2063	34765	133672
2064	34781	133652
2065	34798	133633
2066	34813	133613
2067	34831	133600
2068	34849	133585
2069	34864	133562
2070	34880	133541
2071	34897	133526
2072	34914	133512
2073	34930	133491
2074	34946	133468
2075	34964	133458
2076	34982	133445
2077	34999	133428
2078	35015	133408
2079	35032	133392
2080	35049	133377
2081	35066	133359
2082	35082	133341
2083	35099	133323
2084	35115	133304
2085	35132	133286
2086	35149	133271
2087	35167	133258
2088	35184	133243
2089	35202	133230
2090	35219	133213
2091	35235	133194
2092	35251	133175
2093	35277	133190
2094	35292	133167
2095	35309	133152
2096	35325	133129
2097	35342	133113
2098	35359	133099
2099	35377	133084
2100	35394	133070
2101	35415	133070
2102	35432	133052
2103	35447	133027
2104	35463	133007
2105	35480	132992
2106	35498	132980
2107	35515	132965
2108	35533	132951
2109	35549	132930
2110	35565	132912
2111	35582	132894
2112	35599	132880
2113	35617	132865
2114	35634	132849
2115	35651	132832
2116	35669	132821
2117	35684	132797
2118	35700	132775
2119	35717	132759
2120	35735	132748
2121	35753	132736
2122	35770	132720
2123	35787	132705
2124	35803	132684
2125	35820	132666
2126	35837	132650
2127	35853	132629
2128	35867	132604
2129	35881	132577
2130	35897	132556
2131	35914	132538
2132	35930	132520
2133	35946	132499
2134	35964	132485
2135	35980	132466
2136	35995	132444
2137	36012	132427
2138	36029	132411
2139	36044	132386
2140	36059	132364
2141	36076	132347
2142	36093	132330
2143	36108	132308
2144	36124	132289
2145	36140	132269
2146	36157	132253
2147	36174	132236
2148	36191	132219
2149	36206	132196
2150	36223	132180
2151	36241	132168
2152	36257	132147
2153	36274	132129
2154	36290	132111
2155	36310	132105
2156	36327	132088
2157	36343	132070
2158	36360	132052
2159	36376	132032
2160	36393	132015
2161	36410	132001
2162	36427	131984
2163	36443	131965
2164	36461	131950
2165	36478	131934
2166	36493	131913
2167	36507	131886
2168	36523	131866
2169	36540	131848
2170	36557	131832
2171	36573	131812
2172	36590	131794
2173	36607	131780
