iter	RMSE
158	0.1157535306
159	0.1154051086
160	0.1151723464
161	0.1148925878
162	0.1145990089
163	0.1144284972
164	0.1142062127
165	0.113958087
166	0.113702733
167	0.1134362729
168	0.1132063004
169	0.1130076562
170	0.1127975874
171	0.1125829717
172	0.1124385749
173	0.1122433874
174	0.1120270033
175	0.11182408
176	0.1116944855
177	0.1113981304
178	0.1111454996
179	0.1108642094
180	0.1108641687
181	0.1106360455
182	0.1102964722
183	0.1100422553
184	0.1098643299
185	0.1097831112
186	0.1095063681
187	0.1092545433
188	0.1091393076
189	0.1089961783
190	0.1088271649
191	0.1086585066
192	0.1086475836
193	0.1084468061
194	0.1082255307
195	0.1080078953
196	0.107852891
197	0.1077245279
198	0.1075905245
199	0.1073506062
200	0.1073372051
201	0.1071075602
202	0.1069239499
203	0.1068360046
204	0.10667826
205	0.1064996143
206	0.1064435416
207	0.1062690586
208	0.1061224057
209	0.105938248
210	0.1057404946
211	0.1056443433
212	0.1054709862
213	0.1053662194
214	0.1051542349
215	0.1049881795
216	0.1047947913
217	0.1046466847
218	0.1045152285
219	0.1043452366
220	0.1041205476
221	0.1040594264
222	0.1038764365
223	0.1037407521
224	0.1036453961
225	0.1034716605
226	0.1033225466
227	0.10318249
228	0.1030787852
229	0.1028903234
230	0.102659449
231	0.1024672272
232	0.1022882861
233	0.102154134
234	0.1020173613
235	0.101950104
236	0.1018999467
237	0.1018527959
238	0.101689721
239	0.1015873837
240	0.101341022
241	0.1011714207
242	0.1010663626
243	0.1010573944
244	0.1008973721
245	0.1007916031
246	0.1006776241
247	0.1004332369
248	0.1003980041
249	0.1002517606
250	0.1001286889
251	0.1000938844
252	0.1000758074
253	0.09989747775
254	0.09982416911
255	0.09974194674
256	0.09972825979
257	0.09959834663
258	0.09956153858
259	0.09938618228
260	0.09924691609
261	0.09915100345
262	0.09912488792
263	0.09904886191
264	0.09882705599
265	0.09880055819
266	0.09872910395
267	0.09854347261
268	0.09842101612
269	0.09826517612
270	0.09811269068
271	0.09796195582
272	0.09793667391
273	0.09784633158
274	0.09775786589
275	0.09771332311
276	0.09754164974
277	0.09751516596
278	0.09734383138
279	0.09723158392
280	0.09720459383
281	0.09701214449
282	0.09685806574
283	0.09683283203
284	0.0968118422
285	0.096660432
286	0.09652884473
287	0.09640609842
288	0.09634201304
289	0.0963260155
290	0.09621845796
291	0.09620374342
292	0.09618264564
293	0.09608381211
294	0.09606309481
295	0.09590680431
296	0.09586033772
297	0.0958450577
298	0.09568924378
299	0.09553157316
300	0.09550861742
301	0.09537948339
302	0.09528784094
303	0.09520550451
304	0.09511448274
305	0.0951020609
306	0.09501866805
307	0.09491926146
308	0.09479506717
309	0.09470714801
310	0.09457792451
311	0.09455728956
312	0.09453703255
313	0.09452900984
314	0.09445964642
315	0.09438589322
316	0.09427408023
317	0.09414895067
318	0.09411079711
319	0.0941022274
320	0.09409206583
321	0.09395547797
322	0.09383319414
323	0.09382213951
324	0.09366083927
325	0.0936452119
326	0.09348727538
327	0.09341059852
328	0.09339578998
329	0.0933864559
330	0.09328122295
331	0.09312306063
332	0.09295229207
333	0.09285470464
334	0.09274885711
335	0.09271460046
336	0.09266357396
337	0.09258360586
338	0.09248401593
339	0.09240441914
340	0.09229476089
341	0.09228862339
342	0.09225159275
343	0.09220727369
344	0.0921177309
345	0.0920051948
346	0.09192941496
347	0.09191960368
348	0.09181930717
349	0.09178232973
350	0.09161914967
351	0.09145624449
352	0.09134163297
353	0.09133621066
354	0.09131496786
355	0.09125169111
356	0.09114430576
357	0.09113901666
358	0.09112979844
359	0.09100687061
360	0.09092628535
361	0.09083050002
362	0.09078953884
363	0.09078459184
364	0.09074093075
365	0.0906772365
366	0.09054196386
367	0.09053979106
368	0.09049978219
369	0.09046376208
370	0.09034462017
371	0.09033981471
372	0.09023554492
373	0.09017835618
374	0.0900143161
375	0.08992211327
376	0.08983982709
377	0.08977938006
378	0.08960549734
379	0.08956422539
380	0.08946245624
381	0.08933523367
382	0.08917848924
383	0.08917311408
384	0.0891274249
385	0.08903027132
386	0.08892721166
387	0.08886301921
388	0.08884900733
389	0.088840952
390	0.08878390642
391	0.08873778429
392	0.08866864968
393	0.08861538155
394	0.08844197496
395	0.088325535
396	0.0882808666
397	0.08813686502
398	0.0880522142
399	0.08798525583
400	0.08793270624
401	0.08787269155
402	0.08779589168
403	0.08767720381
404	0.08758932761
405	0.08751180346
406	0.0873914098
407	0.08733789843
408	0.08729426122
409	0.08718326569
410	0.08712817009
411	0.0870855337
412	0.08706445789
413	0.08699504154
414	0.0868946298
415	0.08676535227
416	0.08666211434
417	0.08657336682
418	0.08655165715
419	0.08639937491
420	0.08631075184
421	0.08626039769
422	0.08622917748
423	0.08610557226
424	0.08597059767
425	0.08590303067
426	0.08584720013
427	0.08582668918
428	0.08570699064
429	0.08560989895
430	0.08557744697
431	0.08549223586
432	0.08535969809
433	0.08523167376
434	0.08511158212
435	0.08499688858
436	0.08499282733
437	0.08491772482
438	0.08480759765
439	0.08479286821
440	0.0846206495
441	0.08451306536
442	0.08446715491
443	0.08437051205
444	0.0843045796
445	0.08419528996
446	0.08413561569
447	0.08409767246
448	0.08393950196
449	0.08381618778
450	0.0836938793
451	0.0836696843
452	0.08352440915
453	0.08347423097
454	0.08340592748
455	0.08335314049
456	0.08321444761
457	0.08317944972
458	0.08317062809
459	0.08309168364
460	0.08302663729
461	0.0829166544
462	0.08290691904
463	0.08289110444
464	0.0828644008
465	0.08282132168
466	0.08275334521
467	0.08266064083
468	0.08260641022
469	0.08252905078
470	0.08244159419
471	0.08243351874
472	0.08236360318
473	0.08230432412
474	0.08229368759
475	0.08218975699
476	0.08214833244
477	0.08205858878
478	0.08203346442
479	0.08202415615
480	0.08196509588
481	0.08187327697
482	0.08181886446
483	0.08173317002
484	0.08169056059
485	0.08160680228
486	0.08156008627
487	0.08155369674
488	0.08148973821
489	0.08139165958
490	0.08136192683
491	0.08123596081
492	0.08119091216
493	0.08118144882
494	0.08117176417
495	0.08113281105
496	0.08111381296
497	0.08110618044
498	0.08105236933
499	0.08090779554
500	0.0808878336
501	0.08083454154
502	0.08073544764
503	0.08071410942
504	0.08063981538
505	0.08054460459
506	0.08049456622
507	0.0804320948
508	0.08037576143
509	0.0803007811
510	0.08027693436
511	0.08015466155
512	0.0801176582
513	0.08004967292
514	0.07997007377
515	0.07996206912
516	0.07990216562
517	0.07989584461
518	0.07985439236
519	0.07982587937
520	0.07977146666
521	0.07970607496
522	0.07960216855
523	0.07957606717
524	0.07955632266
525	0.07953972226
526	0.07953166575
527	0.07948700599
528	0.07944492481
529	0.07937533432
530	0.07929592053
531	0.07923703733
532	0.07923251162
533	0.07921643521
534	0.07915146434
535	0.07911291589
536	0.07910557545
537	0.07909217362
538	0.07905201023
539	0.07898554406
540	0.07894113378
541	0.07890162415
542	0.07884174567
543	0.07880204385
544	0.07872388417
545	0.07870990995
546	0.07870109448
547	0.07868821041
548	0.07864785619
549	0.07863252159
550	0.07852555874
551	0.07848873382
552	0.0783675239
553	0.07833142811
554	0.07826337282
555	0.07821098385
556	0.07809246798
557	0.07803563068
558	0.07800307006
559	0.07786521151
560	0.07777244555
561	0.07777136117
562	0.07776411122
563	0.07771171067
564	0.07767679047
565	0.07759674902
566	0.0774395541
567	0.07735796002
568	0.07733451445
569	0.07720931824
570	0.07706642032
571	0.07701718887
572	0.0769958417
573	0.0769709112
574	0.07688643532
575	0.07684811429
576	0.07684713055
577	0.07676282493
578	0.07675051856
579	0.07669163525
580	0.07666688659
581	0.076607494
582	0.0765830022
583	0.07655545743
584	0.07649370876
585	0.07648474829
586	0.076347193
587	0.07627369811
588	0.07618174321
589	0.07612339847
590	0.07610119863
591	0.07600641114
592	0.07594080656
593	0.07584657947
594	0.07582645893
595	0.07581293588
596	0.07579718377
597	0.07578731951
598	0.07572283307
599	0.0756088992
600	0.07558219874
601	0.07556147364
602	0.07546533994
603	0.07542634982
604	0.07541094931
605	0.07540377461
606	0.07534997055
607	0.07530824817
608	0.07525277638
609	0.07524749456
610	0.07514590004
611	0.07512085109
612	0.07505940047
613	0.07501965641
614	0.07501289013
615	0.07495644443
616	0.07495038903
617	0.0748929197
618	0.07489171389
619	0.07485441681
620	0.07477319143
621	0.0747045457
622	0.07462208493
623	0.07459540363
624	0.07452928389
625	0.07450027979
626	0.07449302553
627	0.07442816367
628	0.07432451285
629	0.07428458776
630	0.07426129224
631	0.07423404815
632	0.0741530511
633	0.07414855759
634	0.07414505324
635	0.07411115786
636	0.07405315335
637	0.07404979466
638	0.07402675282
639	0.07400702094
640	0.07389657723
641	0.07389092553
642	0.07388441201
643	0.07386608795
644	0.07383303628
645	0.07381952712
646	0.07378405418
647	0.07378119712
648	0.07377571007
649	0.07371336518
650	0.07367293886
651	0.07359201675
652	0.07355631823
653	0.07350170956
654	0.07343421674
655	0.07342430485
656	0.07337681991
657	0.07330962834
658	0.07322093603
659	0.07312813813
660	0.07312439063
661	0.07309771412
662	0.07300200887
663	0.07297130001
664	0.07296772664
665	0.07294661314
666	0.0728883461
667	0.07284770021
668	0.07283853054
669	0.07279355375
670	0.07278873003
671	0.07275437495
672	0.0727085151
673	0.07265625016
674	0.07263099803
675	0.072569965
676	0.07256592796
677	0.07256006346
678	0.07253954464
679	0.07251219239
680	0.07250755901
681	0.07242315875
682	0.0723046411
683	0.07228775772
684	0.07228263252
685	0.07226573124
686	0.07220045829
687	0.07219338332
688	0.07218913766
689	0.07210892265
690	0.07206077822
691	0.07202653601
692	0.0720156233
693	0.07199865607
694	0.07196033911
695	0.07195047642
696	0.07188634772
697	0.07188352799
698	0.07185660568
699	0.07185572178
700	0.07174691492
701	0.07174290898
702	0.0716585406
703	0.07152115849
704	0.07146487014
705	0.07140528766
706	0.07139029089
707	0.07137328569
708	0.07134386353
709	0.07134030606
710	0.07133185558
711	0.07133067166
712	0.07131446114
713	0.07130808233
714	0.07122853359
715	0.0711562658
716	0.07108215302
717	0.07103587378
718	0.07100736781
719	0.0710039969
720	0.07091453589
721	0.07088479416
722	0.07081975521
723	0.07074874744
724	0.07074573552
725	0.07071903334
726	0.07071393509
727	0.07059612675
728	0.07058262384
729	0.0705735992
730	0.07054976966
731	0.07044701283
732	0.07044381264
733	0.07043211924
734	0.07035816331
735	0.07035522763
736	0.07028681056
737	0.07021545872
738	0.07019453338
739	0.07017651846
740	0.07017086817
741	0.07013339783
742	0.0701230747
743	0.07011084673
744	0.07008104762
745	0.07007766237
746	0.07003715576
747	0.07000827724
748	0.06995564545
749	0.06992547018
750	0.06991659996
751	0.06990346384
752	0.06980732933
753	0.06975589073
754	0.06975314227
755	0.06975083606
756	0.0697305514
757	0.06972227488
758	0.06963365848
759	0.06957880842
760	0.06953629184
761	0.06953352766
762	0.0695055273
763	0.06949975044
764	0.06948718242
765	0.06941323548
766	0.06940026696
767	0.06931368123
768	0.06921667495
769	0.06920942862
770	0.06914673807
771	0.06914556133
772	0.06911706779
773	0.06905991764
774	0.06905212793
775	0.06900847563
776	0.06894862043
777	0.06890150768
778	0.0688930374
779	0.06886032341
780	0.06883024438
781	0.06882066233
782	0.06875347408
783	0.06874738648
784	0.06873168953
785	0.06863183126
786	0.06853671979
787	0.06851471507
788	0.06847035756
789	0.06840683699
790	0.06839533905
791	0.06837659857
792	0.06835998192
793	0.06832896566
794	0.06831888938
795	0.06829488039
796	0.06819989242
797	0.0681443805
798	0.06813128287
799	0.06812897052
800	0.06806812709
801	0.0680439396
802	0.06802551008
803	0.06800719594
804	0.06800438952
805	0.06798789341
806	0.06796881603
807	0.06796143611
808	0.06791235457
809	0.0678470679
810	0.06777344392
811	0.06776864826
812	0.06776194708
813	0.06775922212
814	0.06769516838
815	0.06766854751
816	0.06764233558
817	0.06756159978
818	0.06751523938
819	0.06749902684
820	0.06748555364
821	0.0674648769
822	0.06745444482
823	0.06744776573
824	0.06740921775
825	0.06735791538
826	0.06730958394
827	0.0672981626
828	0.06729229001
829	0.06722371289
830	0.06721589022
831	0.06713858089
832	0.06713007993
833	0.06706093277
834	0.06700737285
835	0.06691074456
836	0.06681466763
837	0.06678902915
838	0.0667281006
839	0.06664285708
840	0.06658648157
841	0.06655739701
842	0.06648263008
843	0.0664792449
844	0.06646460397
845	0.06646135741
846	0.0664611306
847	0.06645424607
848	0.06644482882
849	0.06640327895
850	0.06639439235
851	0.06631149642
852	0.06629794839
853	0.06624852631
854	0.066221355
855	0.06618404024
856	0.06616796786
857	0.0661579765
858	0.06611136531
859	0.06609223263
860	0.06608735221
861	0.06606002205
862	0.06604508592
863	0.06595188751
864	0.06591749953
865	0.06589749894
866	0.06588596758
867	0.06579942947
868	0.06574921342
869	0.06574375027
870	0.06574137003
871	0.06567505495
872	0.06561536604
873	0.06559932575
874	0.06557557737
875	0.06556223784
876	0.06549508118
877	0.06548397671
878	0.06547737474
879	0.06541054344
880	0.06540351078
881	0.06537681462
882	0.0653598951
883	0.065313527
884	0.06531112614
885	0.06524109918
886	0.06521744107
887	0.06517068862
888	0.06516480953
889	0.06515478985
890	0.06515252507
891	0.06514831468
892	0.06510400061
893	0.06507695636
894	0.06506124379
895	0.06501607698
896	0.06493096202
897	0.06489078156
898	0.06486660517
899	0.0648365568
900	0.06482142908
901	0.06481822745
902	0.0647852454
903	0.06469697078
904	0.0646678876
905	0.06465736989
906	0.06463368086
907	0.06462559394
908	0.06461500213
909	0.06461304481
910	0.0645019104
911	0.06445148422
912	0.06434914962
913	0.06427320057
914	0.06424961224
915	0.06421181387
916	0.06420294812
917	0.06417013303
918	0.06414079493
919	0.06405959322
920	0.06401628627
921	0.06391749164
922	0.06387928558
923	0.06386343285
924	0.06379321021
925	0.06377403317
926	0.06374327858
927	0.06373632589
928	0.06373214525
929	0.06365885827
930	0.06363500334
931	0.06355080838
932	0.06354653142
933	0.06348739976
934	0.06343550295
935	0.06342504513
936	0.06340946573
937	0.06334973589
938	0.06334108201
939	0.06329441195
940	0.06325672504
941	0.06321978517
942	0.06316269164
943	0.06308853577
944	0.06305785323
945	0.06297474781
946	0.06296574991
947	0.06294504706
948	0.06293797341
949	0.06291845891
950	0.06287142769
951	0.06284565553
952	0.06284123874
953	0.06280223833
954	0.06271185116
955	0.06269262588
956	0.06266131817
957	0.06265920505
958	0.06260679008
959	0.06258287906
960	0.0624838318
961	0.0624487814
962	0.06243169644
963	0.06242316619
964	0.06237759305
965	0.06236671996
966	0.06235324953
967	0.06231554373
968	0.06229691544
969	0.06228258613
970	0.06223848605
971	0.06222848659
972	0.06222404345
973	0.06221308289
974	0.06219366148
975	0.06217852403
976	0.06213490206
977	0.0620842911
978	0.0620769113
979	0.0620276985
980	0.06195979127
981	0.06190803746
982	0.06186856668
983	0.06186126132
984	0.06184926824
985	0.0618124566
986	0.06180478432
987	0.0617745353
988	0.061760697
989	0.06175356257
990	0.0617376004
991	0.06169955083
992	0.06166152658
993	0.06161440868
994	0.06157333657
995	0.06148192151
996	0.06144626933
997	0.06137420085
998	0.06135329735
999	0.06134690022
1000	0.06131843349
1001	0.06129157727
1002	0.06128255879
1003	0.06127106041
1004	0.06122246228
1005	0.06119738003
1006	0.06118200443
1007	0.06118040981
1008	0.06114547526
1009	0.06112106058
1010	0.06110933949
1011	0.06105698556
1012	0.06102043215
1013	0.06097285623
1014	0.06096318626
1015	0.06092595251
1016	0.06088769424
1017	0.06085818639
1018	0.06082235042
1019	0.06074955249
1020	0.0607373045
1021	0.06070825255
1022	0.06066747652
1023	0.06062774289
1024	0.06059597799
1025	0.06059393978
1026	0.06058809756
1027	0.0605437117
1028	0.06048132757
1029	0.06044102704
1030	0.0604076217
1031	0.06034132798
1032	0.06032523091
1033	0.06030156303
1034	0.06029637716
1035	0.06025729958
1036	0.06025531217
1037	0.06023471427
1038	0.06021535855
1039	0.06019971385
1040	0.06015565322
1041	0.06014612452
1042	0.06009749592
1043	0.06006766029
1044	0.0600658636
1045	0.06005639511
1046	0.06001354054
1047	0.05996191836
1048	0.0598922508
1049	0.05988081177
1050	0.05979729739
1051	0.05974358907
1052	0.05974026798
1053	0.05968966209
1054	0.05967318147
1055	0.05963528218
1056	0.0596254568
1057	0.05960541532
1058	0.05956629888
1059	0.05955829184
1060	0.05953335468
1061	0.05948696761
1062	0.05942172163
1063	0.05935353006
1064	0.05934865728
1065	0.05930185999
1066	0.05925577188
1067	0.05920267766
1068	0.05915935145
1069	0.05910772822
1070	0.05910027133
1071	0.05901394393
1072	0.05895835419
1073	0.05893608469
1074	0.05891502329
1075	0.05891342984
1076	0.05890501237
1077	0.05889441678
1078	0.05886360281
1079	0.05882155388
1080	0.05878909683
1081	0.05878356383
1082	0.05878200243
1083	0.05874820593
1084	0.05871226565
1085	0.05868782367
1086	0.05867411543
1087	0.05860748748
1088	0.05857234753
1089	0.05856266806
1090	0.05855797669
1091	0.05851238389
1092	0.05847029798
1093	0.05845018877
1094	0.05841015284
1095	0.05838462848
1096	0.05837847406
1097	0.05833831434
1098	0.05830501934
1099	0.05824592814
1100	0.05823696514
1101	0.05820906396
1102	0.05818532221
1103	0.05818033119
1104	0.05817081636
1105	0.05810810648
1106	0.05809979734
1107	0.0580846253
1108	0.05803107034
1109	0.0579821211
1110	0.05792546266
1111	0.05791354825
1112	0.05788820565
1113	0.05787971597
1114	0.05787821213
1115	0.05781516596
1116	0.05778210199
1117	0.05772422151
1118	0.05766816911
1119	0.05762684863
1120	0.05760387656
1121	0.05757823138
1122	0.05756949984
1123	0.0575489196
1124	0.05747757951
1125	0.05743184736
1126	0.05740212069
1127	0.05739402476
1128	0.0573828781
1129	0.05737932602
1130	0.05737087225
1131	0.0573449383
1132	0.05728920662
1133	0.05726991166
1134	0.05725934069
1135	0.05725341886
1136	0.05724801383
1137	0.05720766136
1138	0.05719251271
1139	0.0571557885
1140	0.05715256403
1141	0.05712427891
1142	0.05709740968
1143	0.05709377098
1144	0.05708025602
1145	0.05702036486
1146	0.0569683923
1147	0.05694631909
1148	0.05692128717
1149	0.05687911275
1150	0.05686172195
1151	0.05685278954
1152	0.05682694612
1153	0.05682312529
1154	0.05680682688
1155	0.05676603086
1156	0.05675688192
1157	0.05673627483
1158	0.0567117696
1159	0.05664530098
1160	0.056622665
1161	0.05661187819
1162	0.05655317968
1163	0.05652556161
1164	0.05652015102
1165	0.05651372834
1166	0.05647047722
1167	0.05646615287
1168	0.05644370101
1169	0.05642419207
1170	0.05638083543
1171	0.05636605355
1172	0.05631231943
1173	0.05626822528
1174	0.05624219718
1175	0.05623929713
1176	0.05622951974
1177	0.05619674833
1178	0.05615096131
1179	0.05614649819
1180	0.05610242269
1181	0.05608030754
1182	0.05607789191
1183	0.05606391784
1184	0.05605181684
1185	0.05598344838
1186	0.05598139385
1187	0.05596259623
1188	0.05593087243
1189	0.05586958911
1190	0.05583109809
1191	0.05579792173
1192	0.05579499167
1193	0.05576193239
1194	0.05572081331
1195	0.05570896109
1196	0.05569682678
1197	0.05569412876
1198	0.0556668574
1199	0.05561590752
1200	0.05558585415
1201	0.05557118155
1202	0.05556553478
1203	0.05549209421
1204	0.05548584576
1205	0.05547800875
1206	0.05543816153
1207	0.05543387116
1208	0.05542314862
1209	0.05532636712
1210	0.05527338808
1211	0.05525545336
1212	0.05520639698
1213	0.05515649382
1214	0.0551441496
1215	0.05513741243
1216	0.05510918969
1217	0.05510061592
1218	0.05505316533
1219	0.05502735667
1220	0.0549945926
1221	0.05498017391
1222	0.05492243848
1223	0.05489789699
1224	0.05488802831
1225	0.0548837234
1226	0.05488064316
1227	0.05487917707
1228	0.05485245617
1229	0.05484971575
1230	0.05484719552
1231	0.05481239142
1232	0.05477209926
1233	0.05474972016
1234	0.05469850622
1235	0.05468492098
1236	0.05467177418
1237	0.05465092724
1238	0.05463354482
1239	0.05462856187
1240	0.05459727193
1241	0.05457591049
1242	0.05456722314
1243	0.05451127506
1244	0.05449780638
1245	0.05446234021
1246	0.0544443311
1247	0.05444291252
1248	0.05444210944
1249	0.05440083132
1250	0.05436681032
1251	0.05435583139
1252	0.05435357084
1253	0.05433509901
1254	0.05428827753
1255	0.05426759432
1256	0.05421833063
1257	0.0541879659
1258	0.05415598598
1259	0.05415005956
1260	0.05412886668
1261	0.05407339517
1262	0.0540440361
1263	0.05400342517
1264	0.05400177383
1265	0.05398360899
1266	0.05396758178
1267	0.05393687177
1268	0.05387605051
1269	0.05386026075
1270	0.05382176204
1271	0.05377783676
1272	0.05377119065
1273	0.05375269661
1274	0.05374844219
1275	0.05373381727
1276	0.05369845391
1277	0.05364324008
1278	0.0536406855
1279	0.05363181098
1280	0.05358145656
1281	0.05357890496
1282	0.05354164808
1283	0.05352243042
1284	0.05350474792
1285	0.05347312711
1286	0.05345964418
1287	0.05345380509
1288	0.05344887363
1289	0.05340907878
1290	0.05338354356
1291	0.05333248833
1292	0.05332948088
1293	0.05329913649
1294	0.05328203403
1295	0.05322161039
1296	0.05321017228
1297	0.05314624766
1298	0.05312322813
1299	0.0531158189
1300	0.05311410342
1301	0.05311194726
1302	0.05310095173
1303	0.05304106084
1304	0.05301549438
1305	0.0530140286
1306	0.05296660277
1307	0.05291259293
1308	0.0529111374
1309	0.05289632697
1310	0.05286911129
1311	0.05284646785
1312	0.05281289691
1313	0.05280664372
1314	0.05273837457
1315	0.05272209045
1316	0.05270644363
1317	0.05268447623
1318	0.05268133388
1319	0.05267969606
1320	0.05267117634
1321	0.05263250435
1322	0.05259222244
1323	0.05259164832
1324	0.05255457447
1325	0.05251862221
1326	0.05249326867
1327	0.05248446875
1328	0.05241379486
1329	0.05239532363
1330	0.05236262927
1331	0.05231397255
1332	0.05229308309
1333	0.05229210504
1334	0.05227766922
1335	0.05224199974
1336	0.05219889042
1337	0.05216594848
1338	0.05216330392
1339	0.05214798356
1340	0.0521106618
1341	0.05210487286
1342	0.05210055078
1343	0.0520947465
1344	0.05206761512
1345	0.05204008554
1346	0.05200328106
1347	0.05197036259
1348	0.05194253717
1349	0.0519185226
1350	0.05191616471
1351	0.05190363666
1352	0.0518873239
1353	0.05188270798
1354	0.05185676864
1355	0.05180627602
1356	0.05176535776
1357	0.05174660436
1358	0.05174410459
1359	0.05168647511
1360	0.05166737552
1361	0.05166112704
1362	0.05164706138
1363	0.0516329068
1364	0.05162232642
1365	0.05159457329
1366	0.05159187847
1367	0.05158601126
1368	0.05157421212
1369	0.05155192791
1370	0.0515125674
1371	0.05149027015
1372	0.05146021449
1373	0.0514040294
1374	0.05138053707
1375	0.0513761114
1376	0.05137222852
1377	0.05133239677
1378	0.05131379044
1379	0.05129779168
1380	0.05127744204
1381	0.05125603453
1382	0.05124139468
1383	0.05121260635
1384	0.0511978111
1385	0.05119644658
1386	0.05119466094
1387	0.05117384042
1388	0.05114013953
1389	0.05109736619
1390	0.05109212976
1391	0.05108412615
1392	0.05106799616
1393	0.0510566803
1394	0.05103887432
1395	0.05103589391
1396	0.05098549025
1397	0.05097854606
1398	0.0509561168
1399	0.05095449722
1400	0.05091975244
1401	0.05089471369
1402	0.05088903052
1403	0.05085762213
1404	0.05082956658
1405	0.05082344313
1406	0.05076803052
1407	0.05074982658
1408	0.05073749947
1409	0.05071909939
1410	0.05065734035
1411	0.05064595346
1412	0.05061511576
1413	0.05059697554
1414	0.05059148243
1415	0.05056136311
1416	0.0505554475
1417	0.05054630996
1418	0.05052853952
1419	0.05052147806
1420	0.05050485068
1421	0.05050176257
1422	0.05049396672
1423	0.05048486794
1424	0.05047436843
1425	0.0504379464
1426	0.05042329867
1427	0.05042074605
1428	0.05041631259
1429	0.05038230006
1430	0.05033744659
1431	0.05031629398
1432	0.05029716687
1433	0.05025585403
1434	0.05022370244
1435	0.05017163891
1436	0.05014986032
1437	0.05011676249
1438	0.05011307364
1439	0.05008623226
1440	0.05007323113
1441	0.05005412223
1442	0.05004819598
1443	0.04999805365
1444	0.04998472267
1445	0.04997658875
1446	0.0499618337
1447	0.04995532726
1448	0.04990292964
1449	0.0499008254
1450	0.04986591976
1451	0.0498414823
1452	0.04980151802
1453	0.04976207973
1454	0.04973941399
1455	0.04972956075
1456	0.04971554715
1457	0.04965762586
1458	0.04961071169
1459	0.04958844059
1460	0.04955882863
1461	0.04955834293
1462	0.04955635393
1463	0.04950544761
1464	0.04944862225
1465	0.0494380499
1466	0.04942528693
1467	0.04938317268
1468	0.04937710774
1469	0.04936228573
1470	0.04933885778
1471	0.04927404392
1472	0.0492725525
1473	0.04926867184
1474	0.04924983343
1475	0.04923669975
1476	0.04922138358
1477	0.04917779321
1478	0.04912474497
1479	0.04910168526
1480	0.04904948986
1481	0.04903703809
1482	0.04901027963
1483	0.04896280548
1484	0.04894502838
1485	0.04891945539
1486	0.04890181386
1487	0.04889989807
1488	0.04884725113
1489	0.04884548698
1490	0.04883416487
1491	0.04883215753
1492	0.04881657059
1493	0.04877714982
1494	0.04875248797
1495	0.04870912122
1496	0.048707137
1497	0.04866743874
1498	0.0486373889
1499	0.0486011083
1500	0.04858870564
1501	0.0485721273
