iter	RMSE
1502	0.04853447613
1503	0.04849207242
1504	0.04847339269
1505	0.04844410213
1506	0.0484418456
1507	0.04841106224
1508	0.04838401003
1509	0.048358291
1510	0.04834861301
1511	0.04833425734
1512	0.04831339761
1513	0.04830204769
1514	0.04828267543
1515	0.04821900144
1516	0.0482012436
1517	0.04816476927
1518	0.04814366309
1519	0.04812802993
1520	0.04812587756
1521	0.04806339604
1522	0.04805251416
1523	0.04803113938
1524	0.04801693339
1525	0.04798753583
1526	0.04796345585
1527	0.04794988122
1528	0.04790962797
1529	0.04788630952
1530	0.04786184275
1531	0.04785938813
1532	0.04784818634
1533	0.04781109088
1534	0.04777934475
1535	0.04775860743
1536	0.04774013587
1537	0.04772768216
1538	0.04772610699
1539	0.04770621869
1540	0.04768929006
1541	0.04766291305
1542	0.04761915905
1543	0.04757586539
1544	0.04753119565
1545	0.04751646371
1546	0.04748686077
1547	0.04747647559
1548	0.04744707601
1549	0.04742873925
1550	0.04741162518
1551	0.04740390704
1552	0.04740261457
1553	0.04735671485
1554	0.04735233565
1555	0.04728355888
1556	0.04724414856
1557	0.04721193968
1558	0.04718655751
1559	0.04713759602
1560	0.04713616695
1561	0.04713428768
1562	0.04710487714
1563	0.04709175972
1564	0.04706393825
1565	0.04704466042
1566	0.04701567079
1567	0.04699403943
1568	0.04697787167
1569	0.04693974776
1570	0.04691849104
1571	0.04690861329
1572	0.04689100845
1573	0.04687324641
1574	0.04681369848
1575	0.04680733253
1576	0.0467776486
1577	0.04675586201
1578	0.04675444891
1579	0.0467377667
1580	0.04671585621
1581	0.04668996435
1582	0.04664980449
1583	0.04663893057
1584	0.04663573573
1585	0.04663254053
1586	0.04661023187
1587	0.04659681373
1588	0.04655650876
1589	0.04653858019
1590	0.04650701635
1591	0.04646380218
1592	0.04639723864
1593	0.04638013521
1594	0.04636665546
1595	0.04636191288
1596	0.04635310709
1597	0.04634656908
1598	0.04631386783
1599	0.04628762621
1600	0.04627097835
1601	0.04624705155
1602	0.0462318435
1603	0.04622402185
1604	0.04621229002
1605	0.04615821621
1606	0.04614506364
1607	0.04613282176
1608	0.04613006922
1609	0.04610618042
1610	0.04608781626
1611	0.04607063842
1612	0.04605470183
1613	0.04604747007
1614	0.04603579452
1615	0.04603340569
1616	0.04602208998
1617	0.04600079251
1618	0.0459485512
1619	0.04592590395
1620	0.04591071376
1621	0.0458453751
1622	0.04578900059
1623	0.04576639665
1624	0.04574588753
1625	0.04572310168
1626	0.04571460602
1627	0.04570981567
1628	0.04566787308
1629	0.04563790514
1630	0.04562659113
1631	0.04561925652
1632	0.04560219929
1633	0.04558091081
1634	0.04555966702
1635	0.04553419032
1636	0.04551232608
1637	0.0454908942
1638	0.04546947589
1639	0.04544917671
1640	0.04543956891
1641	0.04543009074
1642	0.04541247047
1643	0.04536994838
1644	0.04536701074
1645	0.04536366073
1646	0.04533528943
1647	0.04531297586
1648	0.04528449661
1649	0.04526526567
1650	0.04524722956
1651	0.04521802569
1652	0.0452096228
1653	0.04520706862
1654	0.04520243355
1655	0.04519816017
1656	0.04519223879
1657	0.0451889692
1658	0.04518744291
1659	0.04517911588
1660	0.045148345
1661	0.04514726726
1662	0.04511830513
1663	0.04510825365
1664	0.04509790118
1665	0.04509620143
1666	0.0450941262
1667	0.0450779698
1668	0.04507661171
1669	0.04506606456
1670	0.04501437209
1671	0.04500584153
1672	0.04497465042
1673	0.04496279073
1674	0.0449559528
1675	0.04493737819
1676	0.04492950157
1677	0.04490292649
1678	0.04488561375
1679	0.04488392688
1680	0.04487055693
1681	0.04486915581
1682	0.0448235391
1683	0.04481289281
1684	0.0448023538
1685	0.04480059349
1686	0.04479276072
1687	0.0447900779
1688	0.04477346826
1689	0.04475811241
1690	0.04475512033
1691	0.04474068083
1692	0.04473898154
1693	0.04471599334
1694	0.04469170255
1695	0.04466997671
1696	0.04466850577
1697	0.04463090847
1698	0.0446145303
1699	0.04457247696
1700	0.04449727406
1701	0.04446290574
1702	0.04446137923
1703	0.04442204853
1704	0.04439333706
1705	0.04437858154
1706	0.04437705115
1707	0.04437576617
1708	0.04437487062
1709	0.04436126672
1710	0.04434789276
1711	0.04434636806
1712	0.04432104347
1713	0.04429428071
1714	0.04427327264
1715	0.0442630763
1716	0.04425077562
1717	0.04424948633
1718	0.04422055918
1719	0.04418766929
1720	0.04416039279
1721	0.04413415514
1722	0.04410458153
1723	0.04408874512
1724	0.04406080501
1725	0.04400125613
1726	0.04398229016
1727	0.04395306456
1728	0.0439369861
1729	0.04389754699
1730	0.04388643597
1731	0.04388531348
1732	0.04385552301
1733	0.0438485482
1734	0.04381501604
1735	0.04378827165
1736	0.04378396242
1737	0.04377997277
1738	0.04376956804
1739	0.04375449905
1740	0.04372551075
1741	0.0437055846
1742	0.04368571872
1743	0.04365993128
1744	0.04363504326
1745	0.04362977051
1746	0.04361123555
1747	0.04360821221
1748	0.04358503462
1749	0.04356670374
1750	0.04355260411
1751	0.043514262
1752	0.04351068524
1753	0.04349964371
1754	0.04348412845
1755	0.04344564857
1756	0.04341700501
1757	0.0434135866
1758	0.04338064934
1759	0.04337915564
1760	0.0433714948
1761	0.04334931219
1762	0.04333006164
1763	0.04330234933
1764	0.04328150547
1765	0.04327889928
1766	0.04324435602
1767	0.04324289253
1768	0.04323269188
1769	0.04322282075
1770	0.04320025137
1771	0.04317900331
1772	0.04316515992
1773	0.04316356487
1774	0.04313868578
1775	0.0431374312
1776	0.04310993526
1777	0.04307035499
1778	0.04306931184
1779	0.0430243741
1780	0.04298016372
1781	0.04293279587
1782	0.04291589246
1783	0.04286141771
1784	0.04284952153
1785	0.04282666277
1786	0.04281120948
1787	0.04279265397
1788	0.04278463653
1789	0.04277347794
1790	0.04276267477
1791	0.04274715699
1792	0.04274607364
1793	0.04273948935
1794	0.0427054721
1795	0.04268851054
1796	0.04268378323
1797	0.04264824542
1798	0.04262063959
1799	0.04260580041
1800	0.04260240065
1801	0.04254872946
1802	0.04253352996
1803	0.0425304874
1804	0.04250902317
1805	0.04249758974
1806	0.04248487157
1807	0.04247139606
1808	0.04246663792
1809	0.04246566809
1810	0.04246417003
1811	0.0424586923
1812	0.04245667166
1813	0.04244167324
1814	0.04243659582
1815	0.0424084874
1816	0.0423943403
1817	0.04238418302
1818	0.04237455954
1819	0.04237003949
1820	0.04235959935
1821	0.04234101279
1822	0.04233835226
1823	0.04228066852
1824	0.04227091706
1825	0.0422683946
1826	0.04224896312
1827	0.04224187927
1828	0.04222876062
1829	0.04221131154
1830	0.04218157234
1831	0.04217241103
1832	0.04216809063
1833	0.0421561096
1834	0.04215428747
1835	0.0421321606
1836	0.04211414623
1837	0.04208954354
1838	0.04205922532
1839	0.04203067035
1840	0.04199024927
1841	0.04195679863
1842	0.04195285741
1843	0.04193416773
1844	0.04190062017
1845	0.04187776617
1846	0.04185233814
1847	0.04180205818
1848	0.04179497272
1849	0.04173463147
1850	0.04172518546
1851	0.0417244984
1852	0.04170300396
1853	0.04166204266
1854	0.04166084916
1855	0.04163858835
1856	0.04159240906
1857	0.04157790447
1858	0.04156523024
1859	0.04156429035
1860	0.04153670773
1861	0.04152026435
1862	0.04151693362
1863	0.04151559959
1864	0.0415149345
1865	0.04151253882
1866	0.0415079406
1867	0.04149536886
1868	0.04147431272
1869	0.04146824539
1870	0.04146514797
1871	0.04146087117
1872	0.04141137392
1873	0.04139112969
1874	0.04138472149
1875	0.04137456329
1876	0.0413493366
1877	0.041339424
1878	0.04133709799
1879	0.04131709777
1880	0.04130298972
1881	0.04127626818
1882	0.04125066159
1883	0.04122713949
1884	0.04121465091
1885	0.04119935955
1886	0.04117043098
1887	0.04116300632
1888	0.0411592745
1889	0.0411480192
1890	0.04112906332
1891	0.04108082249
1892	0.04107235431
1893	0.04107071803
1894	0.04106717476
1895	0.04106060068
1896	0.04104509752
1897	0.04101646091
1898	0.04099827969
1899	0.04099474797
1900	0.04099071878
1901	0.04096610684
1902	0.04094540223
1903	0.04092069597
1904	0.04090067089
1905	0.04088375527
1906	0.04087725758
1907	0.04087580354
1908	0.04085298848
1909	0.04084677862
1910	0.04084424107
1911	0.0408330712
1912	0.04082058039
1913	0.04078696791
1914	0.04077871409
1915	0.04077662694
1916	0.04075773027
1917	0.04075661321
1918	0.04074227813
1919	0.0407245082
1920	0.04071374239
1921	0.04069974189
1922	0.04067249243
1923	0.04066821548
1924	0.04064925196
1925	0.04062813691
1926	0.0406269957
1927	0.04060217849
1928	0.04057349926
1929	0.04057075628
1930	0.04056174693
1931	0.04052398184
1932	0.04050356594
1933	0.04048534831
1934	0.04047416889
1935	0.04046108509
1936	0.04045073439
1937	0.04044805176
1938	0.04040343656
1939	0.04040057629
1940	0.04039355356
1941	0.04037095683
1942	0.04037018806
1943	0.04034755447
1944	0.04034656945
1945	0.04034225314
1946	0.04032395078
1947	0.04029789507
1948	0.04028679918
1949	0.04028333156
1950	0.04027914513
1951	0.04027276579
1952	0.04024346993
1953	0.04021822087
1954	0.0402168466
1955	0.0401898032
1956	0.04018597594
1957	0.04015074748
1958	0.04014957399
1959	0.0401218369
1960	0.04011312616
1961	0.04009365222
1962	0.0400559913
1963	0.04001336902
1964	0.03999809875
1965	0.03998444749
1966	0.03996475674
1967	0.03995682183
1968	0.03993301577
1969	0.03989597188
1970	0.03989511066
1971	0.039884147
1972	0.03985381644
1973	0.03983032142
1974	0.03981950451
1975	0.03979262867
1976	0.03974999799
1977	0.03974838231
1978	0.03973439982
1979	0.03973209039
1980	0.03970878575
1981	0.03970342186
1982	0.03967108617
1983	0.03965037169
1984	0.03962760324
1985	0.03961131586
1986	0.03960160104
1987	0.0395735495
1988	0.03956684822
1989	0.03953967353
1990	0.03951076647
1991	0.03950994356
1992	0.03950620107
1993	0.0394915506
1994	0.03947483995
1995	0.0394692675
1996	0.03944388831
1997	0.03942916872
1998	0.03940652923
1999	0.03939995555
2000	0.0393690463
2001	0.03935441324
2002	0.03934800334
2003	0.03934586114
2004	0.03933526672
2005	0.0393299682
2006	0.03930916909
2007	0.03930013167
2008	0.03926371422
2009	0.03925377542
2010	0.03925326953
2011	0.03924617333
2012	0.03924357767
2013	0.03921726422
2014	0.0391794555
2015	0.0391561744
2016	0.03915509769
2017	0.03915212555
2018	0.03914568865
2019	0.03914468131
2020	0.03913611677
2021	0.03911019618
2022	0.03909092128
2023	0.03908816088
2024	0.03907411356
2025	0.03906571118
2026	0.03905883769
2027	0.03905834981
2028	0.03901095334
2029	0.03901032953
2030	0.03900791812
2031	0.03897586576
2032	0.03897473343
2033	0.03894754788
2034	0.03893299658
2035	0.03890070288
2036	0.03889787489
2037	0.03888258485
2038	0.03887924932
2039	0.03887789276
2040	0.03886618433
2041	0.03883186157
2042	0.03882090424
2043	0.03880899512
2044	0.03880264649
2045	0.03880179775
2046	0.03879809431
2047	0.03877041995
2048	0.03876865309
2049	0.03876725806
2050	0.03874523275
2051	0.03870772685
2052	0.03870517624
2053	0.03869349396
2054	0.03868704073
2055	0.03867633483
2056	0.03864135622
2057	0.03862703614
2058	0.03859553548
2059	0.03859005423
2060	0.03858696244
2061	0.03856997047
2062	0.03856205088
2063	0.03854287646
2064	0.03853998308
2065	0.03852211934
2066	0.03852020449
2067	0.03851697673
2068	0.03850723769
2069	0.03845785086
2070	0.03842318715
2071	0.03840963327
2072	0.0383834604
2073	0.03835893919
2074	0.03835048256
2075	0.03834968676
2076	0.03831175018
2077	0.03830689296
2078	0.03829191152
2079	0.03828947793
2080	0.03828675179
2081	0.03827426028
2082	0.03824818926
2083	0.03823043132
2084	0.03822945992
2085	0.03821718228
2086	0.03821640855
2087	0.03821104853
2088	0.0381769683
2089	0.0381482736
2090	0.03813791987
2091	0.03809420313
2092	0.03805814264
2093	0.03804913607
2094	0.03803488695
2095	0.03801589723
2096	0.03798105779
2097	0.03797883992
2098	0.03797500028
2099	0.03796524181
2100	0.03795748803
2101	0.03794554222
2102	0.03790169848
2103	0.03786240455
2104	0.03784283547
2105	0.03782603896
2106	0.03782182122
2107	0.03779524874
2108	0.03778508809
2109	0.03777970606
2110	0.03777581663
2111	0.03777047914
2112	0.03775838997
2113	0.03774760026
2114	0.03774009723
2115	0.03773648498
2116	0.03773518647
2117	0.03771865152
2118	0.03766089949
2119	0.03766010411
2120	0.03764401085
2121	0.03763427841
2122	0.03763288114
2123	0.03762005449
2124	0.03761913592
2125	0.03760889751
2126	0.03760763424
2127	0.03757938693
2128	0.03754451483
2129	0.03754308094
2130	0.03751555836
2131	0.03750202725
2132	0.03748385788
2133	0.03747970521
2134	0.03744128586
2135	0.03741685327
2136	0.03741123451
2137	0.03740254807
2138	0.03737212539
2139	0.03734926729
2140	0.03734805652
2141	0.03734720865
2142	0.03731095133
2143	0.03730869484
2144	0.0373050384
2145	0.03730194699
2146	0.03728376056
2147	0.03728296913
2148	0.03725919658
2149	0.03723870473
2150	0.03722599205
2151	0.03722245984
2152	0.03722068237
2153	0.03721494142
2154	0.03720346777
2155	0.03716234697
2156	0.03715618594
2157	0.03714996048
2158	0.03714929135
2159	0.03714847947
2160	0.0371424133
2161	0.03713986183
2162	0.03712047081
2163	0.03709803899
2164	0.03707097161
2165	0.03706951851
2166	0.03704699689
2167	0.0370201954
2168	0.03701116563
2169	0.03698439698
2170	0.03697234628
2171	0.03694886653
2172	0.0369422021
2173	0.03692994756
